Concurso;Jogo;Gols_Home;Mandante;Visitante;Gols_Away;Mando;[1];[x];[2];Odds 1;Odds X;Odds 2;Home_Last5_Home;Away_Last5_Away;P(1);P(X);P(2);Resultado;Form_Diff_Last5;Is_Home;Home_Fav;Market_Signal;Market_vs_Form;Prob_Gap;Market_Pmax;Market_Entropy;Odds_Ratio_1_2;Log_Odds_Ratio_1_2;Home_Prob_Gap
1206;6;0.0;VOLTA REDONDA/RJ;NOVORIZONTINO/SP;0.0;Mandante;0;1;0;2.4;2.87;3.3;0.0;0.0;0.3900902014086247;0.32620783393055724;0.283701964660818;X;0.0;1;1;1;0.0;0.06388236747806747;0.3900902014086247;1.0900633131421706;0.7272727272727273;-0.3184537311185346;0.06388236747806747
1206;7;0.0;FORTALEZA/CE;BOTAFOGO/RJ;5.0;Mandante;0;0;1;2.62;2.9;3.0;0.0;0.0;0.3601291497640533;0.32535805944200685;0.3145127907939399;2;0.0;1;1;1;0.0;0.03477109032204645;0.3601291497640533;1.0969252290481577;0.8733333333333334;-0.13543797089510412;0.03477109032204645
1206;8;3.0;BAHIA/BA;FLUMINENSE/RJ;3.0;Mandante;0;1;0;1.66;3.6;5.5;0.0;0.0;0.5672377241734945;0.261559617257778;0.17120265856872743;X;0.0;1;1;1;0.0;0.3056781069157165;0.5672377241734945;0.9745432294050271;0.3018181818181818;-1.1979304898699734;0.3056781069157165
1206;9;2.0;PALMEIRAS/SP;CEARA/CE;1.0;Mandante;1;0;0;1.48;4.5;6.5;0.0;0.0;0.6424335602899187;0.21128925982868438;0.14627717988139688;1;0.0;1;1;1;0.0;0.4311443004612343;0.6424335602899187;0.893908125749183;0.2276923076923077;-1.4797600891255678;0.4311443004612343
1206;10;2.0;AVAI/SC;CUIABA/MT;0.0;Mandante;1;0;0;2.05;3.2;3.8;0.0;0.0;0.4586948321388156;0.2938513768389287;0.24745379102225576;1;0.0;1;1;1;0.0;0.16484345529988692;0.4586948321388156;1.0629442959486302;0.5394736842105263;-0.6171612735820232;0.16484345529988692
1206;11;1.0;VASCO DA GAMA/RJ;ATLETICO/MG;1.0;Mandante;0;1;0;2.55;3.0;3.0;0.0;0.0;0.3703703703703704;0.31481481481481477;0.31481481481481477;X;0.0;1;1;1;0.0;0.055555555555555636;0.3703703703703704;1.0955785063977712;0.85;-0.16251892949777494;0.055555555555555636
1206;12;2.0;ATLETICO/GO;BOTAFOGO/SP;0.0;Mandante;1;0;0;1.7;3.4;5.5;0.0;0.0;0.5527638190954773;0.27638190954773867;0.1708542713567839;1;0.0;1;1;1;0.0;0.27638190954773867;0.5527638190954773;0.9850011902425769;0.3090909090909091;-1.1741198411762548;0.27638190954773867
1206;13;1.0;CRUZEIRO/MG;SANTOS/SP;2.0;Mandante;0;0;1;1.53;4.0;6.5;0.0;0.0;0.6180910495661476;0.23641982645905146;0.1454891239748009;2;0.0;1;1;1;0.0;0.3816712231070961;0.6180910495661476;0.9187802797483047;0.2353846153846154;-1.4465344414972474;0.3816712231070961
1206;14;0.0;GREMIO/RS;SPORT/PE;1.0;Mandante;0;0;1;1.83;3.5;4.5;0.0;0.0;0.5182625863770978;0.27097729516288255;0.21076011846001974;2;0.0;1;1;1;0.0;0.24728529121421522;0.5182625863770978;1.022621481774817;0.4066666666666667;-0.8997614299229445;0.24728529121421522
1205;1;1.0;CEARA/CE;FLAMENGO/RJ;1.0;Mandante;0;1;0;4.1;3.3;1.95;0.0;0.0;0.23015021459227467;0.28594420600858367;0.48390557939914164;X;0.0;1;0;-1;-0.0;0.19796137339055797;0.48390557939914164;1.0473366291527249;2.1025641025641026;0.7431576011346067;0.19796137339055797
1205;2;0.0;SPORT/PE;BAHIA/BA;0.0;Mandante;0;1;0;3.1;3.2;2.35;0.0;0.0;0.3041456016177958;0.2946410515672397;0.4012133468149647;X;0.0;1;0;-1;-0.0;0.09706774519716888;0.4012133468149647;1.0884724150389662;1.3191489361702127;0.2769867833350329;0.09706774519716888
1205;3;1.0;NOVORIZONTINO/SP;AVAI/SC;1.0;Mandante;0;1;0;2.05;3.0;4.1;0.0;0.0;0.4580152671755725;0.3129770992366412;0.22900763358778625;X;0.0;1;1;1;0.0;0.14503816793893132;0.4580152671755725;1.0587618276433859;0.5;-0.6931471805599453;0.14503816793893132
1205;4;2.0;BOTAFOGO/SP;AMERICA/MG;1.0;Mandante;1;0;0;3.0;3.1;2.45;0.0;0.0;0.3132604660754795;0.303155289750464;0.3835842441740565;1;0.0;1;0;-1;-0.0;0.07032377809857698;0.3835842441740565;1.0929755659722429;1.2244897959183672;0.20252426411147392;0.07032377809857698
